"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.513264542E0,3.937711487E0,-8.810229034E0,6.270310822E0,1.150836675E1
7.523185542E0,4.041445770E0,-9.261540527E0,6.430328064E0,1.197741775E1
7.533106542E0,4.151017914E0,-9.559570770E0,6.730304260E0,1.240618146E1
7.543027542E0,4.240232391E0,-9.739047546E0,7.063211975E0,1.275608017E1
7.552948542E0,4.091591492E0,-9.747130737E0,7.513775024E0,1.296936751E1
7.562869542E0,3.810925140E0,-9.508227539E0,7.936795349E0,1.295848223E1
7.572790542E0,3.770808563E0,-9.195378113E0,8.044571228E0,1.278628570E1
7.582711542E0,3.883973236E0,-8.850345612E0,7.702083435E0,1.235863887E1
7.592632542E0,3.997437286E0,-8.443791046E0,7.072792053E0,1.171757225E1
7.602553542E0,4.080514526E0,-8.033643951E0,6.411616974E0,1.105888178E1
7.612474542E0,4.073030090E0,-7.724387054E0,6.168073425E0,1.069115799E1
7.622395542E0,3.923790436E0,-7.610324249E0,6.099815369E0,1.051289276E1
7.632316542E0,3.926035767E0,-7.774682465E0,5.862858124E0,1.049916900E1
7.642237542E0,4.242178345E0,-8.096213837E0,5.235213318E0,1.053338569E1
7.652158542E0,4.626878357E0,-8.449928284E0,4.493056641E0,1.062999762E1
7.662079542E0,4.973856812E0,-8.672964478E0,3.790567474E0,1.069242565E1
7.672000542E0,5.516927490E0,-8.803642731E0,3.012335815E0,1.081733707E1
7.681921542E0,6.107449493E0,-9.096583557E0,2.700234833E0,1.128450441E1
7.691842542E0,6.868317261E0,-9.975256348E0,3.079695740E0,1.249656141E1
7.701763542E0,7.729027405E0,-1.145298340E1,4.794380035E0,1.462514182E1
7.711685542E0,7.878416748E0,-1.296588730E1,7.545658722E0,1.694463483E1
7.721606542E0,6.280489655E0,-1.325418777E1,6.768624573E0,1.615339972E1
7.731527542E0,4.334386597E0,-1.036309982E1,3.362008667E-1,1.123805037E1
7.741448542E0,3.764072571E0,-6.466552734E0,-4.866979065E0,8.925919101E0
7.751369542E0,3.624562683E0,-3.787573700E0,-6.082002411E0,8.029565524E0
7.761291167E0,3.449726257E0,-2.303410034E0,-4.928052063E0,6.441428892E0
7.771212167E0,3.237168274E0,-1.580413513E0,-2.453547821E0,4.358539000E0
7.781133167E0,3.386407928E0,-1.910776520E0,6.728507996E-1,3.946080811E0
7.791054167E0,4.558919678E0,-4.291575623E0,2.280357971E0,6.663437734E0
7.800975167E0,5.485193481E0,-7.172335052E0,1.307231598E0,9.123518624E0
7.810896167E0,5.932912445E0,-8.766519928E0,-2.604583740E-1,1.058863354E1
7.820817167E0,6.516399078E0,-9.414223022E0,-1.229992218E0,1.151537811E1
7.830738167E0,7.035220184E0,-9.710457001E0,-1.537602539E0,1.208931428E1
7.840659167E0,7.076384583E0,-1.009530670E1,-1.315165100E0,1.239839084E1
7.850580167E0,6.778354340E0,-1.046638504E1,-7.857160950E-1,1.249434485E1
7.860501167E0,6.065386963E0,-1.062819855E1,-2.508782959E-1,1.223970846E1
7.870422167E0,4.988376617E0,-1.045545776E1,1.914518738E-1,1.158607579E1
7.880343167E0,3.843407593E0,-9.984836426E0,6.565347290E-1,1.071913141E1
7.890264167E0,2.955005035E0,-9.367669830E0,1.218915253E0,9.898032491E0
