"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.758414125E0,3.500620422E0,-4.807253265E0,7.432044983E-1,5.993027634E0
1.768335125E0,2.494861908E0,-2.534379730E0,1.243763580E0,3.767540896E0
1.778256125E0,1.717229004E0,-7.429051208E-1,1.287622375E0,2.271289249E0
1.788177125E0,9.705816650E-1,6.701564026E-1,8.500822449E-1,1.453883831E0
1.798098125E0,1.585203552E-1,1.856738892E0,7.634124756E-2,1.865056568E0
1.808019125E0,-4.022135925E-1,2.695145416E0,-5.839356995E-1,2.786855843E0
1.817940125E0,-8.734336853E-1,3.110381927E0,-1.269959106E0,3.471333788E0
1.827861125E0,-1.190923462E0,3.176244965E0,-1.930834808E0,3.903197897E0
1.837782125E0,-1.175954590E0,2.876268768E0,-2.510130157E0,3.994564386E0
1.847703125E0,-9.756710815E-1,2.347268829E0,-2.827021179E0,3.801796123E0
1.857624125E0,-8.042774963E-1,1.795516205E0,-2.876119080E0,3.484652306E0
1.867545125E0,-4.749623108E-1,1.336420898E0,-2.650089111E0,3.005758193E0
1.877466125E0,9.774673462E-2,1.073567505E0,-2.194286957E0,2.444789737E0
1.887387125E0,7.298822021E-1,8.303233337E-1,-1.761087799E0,2.079325637E0
1.897308125E0,1.269959106E0,6.638694763E-1,-1.346000977E0,1.966020713E0
1.907229125E0,1.720671844E0,6.798861694E-1,-7.644602966E-1,2.001838241E0
1.917150125E0,2.189646606E0,7.195536804E-1,3.293151855E-3,2.304847198E0
1.927071125E0,2.414628754E0,6.725514221E-1,7.158114624E-1,2.606749601E0
1.936992125E0,2.573448486E0,6.758445740E-1,1.363364868E0,2.989676699E0
1.946913125E0,2.851420441E0,6.785389709E-1,1.987417145E0,3.541304925E0
1.956834125E0,3.060685272E0,6.445596313E-1,2.399510193E0,3.942194899E0
1.966755125E0,3.294199677E0,6.533912659E-1,2.567760315E0,4.227536480E0
1.976676125E0,3.576362915E0,4.960684204E-1,2.477797394E0,4.379033627E0
1.986597125E0,4.045786743E0,-1.706451416E-2,2.150877228E0,4.582025144E0
1.996518125E0,4.664899292E0,-8.707392883E-1,1.401685181E0,4.948150529E0
2.006439125E0,5.553900604E0,-2.155966644E0,3.755690002E-1,5.969510547E0
2.016360125E0,6.775659943E0,-3.836521912E0,-7.029382324E-1,7.818093770E0
2.026281125E0,8.428223419E0,-5.705235901E0,-1.667831726E0,1.031340532E1
2.036202125E0,1.017015106E1,-7.443720703E0,-2.346969452E0,1.281987582E1
2.046123125E0,1.152079239E1,-8.951535187E0,-2.937790833E0,1.488251506E1
2.056044125E0,1.329280746E1,-1.052102142E1,-3.133284302E0,1.723972426E1
2.065965125E0,1.534788391E1,-1.214319809E1,-2.891237640E0,1.978317607E1
2.075886125E0,1.708636871E1,-1.376492569E1,-2.577939148E0,2.209214669E1
2.085807125E0,1.858819565E1,-1.529863632E1,-2.409988403E0,2.419457243E1
2.095728125E0,2.009391449E1,-1.676468765E1,-2.381697235E0,2.627722652E1
2.105649125E0,2.148646866E1,-1.805724976E1,-2.521656189E0,2.817962658E1
2.115570125E0,2.250749542E1,-1.919383621E1,-2.787952423E0,2.971133416E1
2.125491125E0,2.307092377E1,-2.000559814E1,-2.876418457E0,3.067189697E1
2.135412125E0,2.303679474E1,-2.037473053E1,-2.567610626E0,3.086124075E1
2.145333125E0,2.237891281E1,-2.031590286E1,-1.821861420E0,3.027987495E1
2.155254125E0,2.094579300E1,-1.957194992E1,-7.544311523E-1,2.867676123E1
2.165175125E0,1.900567749E1,-1.801129532E1,4.433779907E-1,2.618814846E1
2.175096125E0,1.679597260E1,-1.607222763E1,1.377285919E0,2.328772451E1
2.185017125E0,1.443837524E1,-1.391970383E1,1.900747375E0,2.014541325E1
2.194938125E0,1.229228806E1,-1.173260193E1,2.092798004E0,1.712115934E1
2.204859125E0,1.039198975E1,-9.669741669E0,1.993255005E0,1.433423944E1
2.214780125E0,8.737630005E0,-7.661218414E0,1.827848969E0,1.176356568E1
2.224701125E0,7.274722137E0,-5.670059052E0,1.638642426E0,9.367833305E0
2.234622125E0,5.923931122E0,-3.782933350E0,1.464255066E0,7.179664864E0
2.244543125E0,4.680017853E0,-2.040706329E0,1.336271210E0,5.277562901E0
2.254464125E0,3.622916107E0,-5.915698242E-1,1.083896027E0,3.827571890E0
2.264385125E0,2.856210480E0,6.165678406E-1,7.897576904E-1,3.026848430E0
2.274306125E0,2.088606720E0,1.804198151E0,3.456312561E-1,2.781522957E0
2.284227125E0,1.348695374E0,2.874921570E0,-3.153941345E-1,3.191179516E0
2.294148125E0,7.232958984E-1,3.522924042E0,-9.620494080E-1,3.722860436E0
2.304069125E0,3.347039795E-1,3.826193390E0,-1.337917786E0,4.067161985E0
2.313990125E0,1.830693054E-1,3.874991913E0,-1.481169891E0,4.152462034E0
2.323911125E0,2.163002014E-1,3.674259338E0,-1.511407013E0,3.978858960E0
2.333832125E0,2.583627319E-1,3.320095825E0,-1.507814484E0,3.655583689E0
2.343753125E0,2.357597351E-1,2.956052856E0,-1.425036621E0,3.290069986E0
2.353674125E0,2.107617188E-1,2.694846039E0,-1.305435333E0,3.001795643E0
2.363595125E0,2.906954956E-1,2.492616577E0,-1.203347626E0,2.783107396E0
2.373516125E0,4.864883423E-1,2.332000580E0,-1.062191162E0,2.608284432E0
2.383437125E0,7.673043823E-1,2.275717621E0,-9.095086670E-1,2.568044532E0
2.393357875E0,1.206640778E0,2.248923340E0,-7.711962891E-1,2.666154885E0
2.403278875E0,1.654060364E0,2.287842407E0,-5.553451538E-1,2.877246393E0
2.413199875E0,2.212249603E0,2.377505951E0,-4.062551880E-1,3.272862070E0
2.423120875E0,2.656675415E0,2.350412292E0,-2.013313293E-1,3.552871586E0
2.433041875E0,2.960992584E0,2.262844391E0,-6.286926270E-3,3.726658201E0
2.442962875E0,3.167862396E0,2.084265747E0,2.165995789E-1,3.798214218E0
2.452883875E0,3.322939911E0,1.729952545E0,3.212319946E-1,3.760033970E0
2.462804875E0,3.581302643E0,1.157093811E0,3.050656128E-1,3.775931638E0
2.472725875E0,3.882925415E0,3.652404785E-1,8.397537231E-2,3.900969399E0
2.482646875E0,4.434678040E0,-6.857240295E-1,-1.839674377E-1,4.491150273E0
2.492567875E0,5.338498535E0,-2.088007965E0,-4.246669006E-1,5.748015818E0
2.502488875E0,6.712341614E0,-3.685785370E0,-6.481521606E-1,7.685092384E0
2.512409875E0,8.684191132E0,-5.518125000E0,-8.801696777E-1,1.032664407E1
2.522330875E0,1.097577576E1,-7.610923004E0,-1.171763306E0,1.340771538E1
2.532251875E0,1.341854599E1,-9.602830811E0,-1.623074799E0,1.658029276E1
2.542172875E0,1.554771835E1,-1.138622223E1,-2.177521820E0,1.939379292E1
2.552093875E0,1.716136276E1,-1.261022690E1,-2.774929504E0,2.147627594E1
2.562014875E0,1.794378571E1,-1.330238754E1,-3.298989716E0,2.257911187E1
2.571935875E0,1.815769089E1,-1.392105103E1,-3.486549683E0,2.314418780E1
2.581856875E0,1.857517273E1,-1.485316269E1,-3.175646210E0,2.399454548E1
2.591777875E0,1.942405746E1,-1.604109238E1,-2.495310974E0,2.531476308E1
2.601698875E0,2.042861847E1,-1.733979172E1,-1.788780212E0,2.685510313E1
2.611620875E0,2.144919617E1,-1.861873215E1,-9.874964905E-1,2.842006953E1
2.621540875E0,2.255210266E1,-1.982672012E1,-5.822891235E-2,3.002831257E1
2.631462875E0,2.308604233E1,-2.064731369E1,6.012995911E-1,3.097803212E1
2.641383875E0,2.290237427E1,-2.074161758E1,8.234376526E-1,3.090973142E1
2.651304875E0,2.215333191E1,-1.973002121E1,8.063731384E-1,2.967649051E1
2.661225875E0,2.084834564E1,-1.745415390E1,6.283932495E-1,2.719735065E1
2.671146875E0,1.914937866E1,-1.460497879E1,4.096980286E-1,2.408675904E1
2.681067875E0,1.727018646E1,-1.183139648E1,1.790277100E-1,2.093497872E1
